id_album,tipo_album,total_faixas,nome,data_lancamento,popularidade
0whPMf7IlDh0fRufgqQ37h,album,10,dEPOIS dE sOBREVIVER qUERO vIVER e dEPOIS dE vIVER qUERO eXISTIR,2026-02-18,35
