id_artista,nome,tipo
4byypTzEl6KXXo34lETP2P,Luiz Barata,artist
4YgGAofWf2S64SvMbRQdb1,Nitcho,artist
1V0m0DHoC5Lx3rUY7BbhFr,Gustavo Neves,artist
