id_artista,nome,tipo
47Ugcwxj6p08XSn39xnGqs,OGermano,artist
5FK5T4mGxkfedPwBdFnw1X,Matchola,artist
4YgGAofWf2S64SvMbRQdb1,Nitcho,artist
4GZDG8HAf8k4Wqlps4cs7b,Yan Fé,artist
4EEMmF8KqAKox5uogK8uhy,biggie diehl,artist
4byypTzEl6KXXo34lETP2P,Luiz Barata,artist
2WsyJKnl3oBtl3uorFlKp9,VirginGod,artist
2wRHyStBiMxi4bYc8nHdPy,Mahai,artist
5uyax2wwNysrJleiAD44ru,San Jesus,artist
7lKUjYsPgfczdjVbkQmj2T,Aka Roma,artist
4tgnPZ24Ycd88zOfdGTLVR,Rare Gnxt,artist
