id_artista,nome,tipo
4KgE1hgkCQ2hN8TB6rM94G,Um Barril de Rap,artist
7nS2LpZnF28MPBWvRcH2ty,Jacob,artist
6XQrv3AiNUS61JFK1VITTU,Jean Tassy,artist
3zRsSdPeUYBcjWXlX2HXVW,Atentado Napalm,artist
53sZCFd0w818exdpBzc72P,Vitor Xamã,artist
0V1xZUTLgEuK6eW3vvLsN3,Dimomo,artist
