id_artista,nome,tipo
4byypTzEl6KXXo34lETP2P,Luiz Barata,artist
5Kf5Cy0KM0N6USYbLizKB2,Renan Mariá,artist
51xgD8dd9nty0aGK0SatX9,nicoputodaglock,artist
5FK5T4mGxkfedPwBdFnw1X,Matchola,artist
