id_artista,nome,tipo
3UD5S1SrDQo3KPTfWxL7Ms,Puro Suco,artist
3skj2KZCvizGrCwYD03ApC,BEATDOMK,artist
31ZnPMG6ywDdaBMnn1qkpN,Letícia Fialho,artist
