id_artista,nome,tipo
45Yz90pqjzEdJzpEQg1eII,Froid,artist
1RoerHIsbQo1h0V8KpznKV,Makalister,artist
16ojhSXKRvpyINavnQRFT3,Cxsta,artist
3Sleq8B8NkTCvl1ZoUDevo,Efieli,artist
