id_artista,nome,tipo
7dGJo4pcD2V6oG8kP0tJRR,Eminem,artist
79KQgTCu4wV38ECYKn62DZ,White Gold,artist
7LzTBVNarOeaDXFdzOugAI,Sly Pyper,artist
6U3ybJ9UHNKEdsH7ktGBZ7,JID,artist
2AUT4fNQ2QC0e2f5pIxOCd,Dem Jointz,artist
1IQ4CjwKkdARjL5KtYiMt4,Ez Mil,artist
4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,artist
0c173mlxpT3dSFRgMO8XPh,Big Sean,artist
0sKsReKseslDlhxmbN6wLk,BabyTron,artist
19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,artist
