id_artista,nome,tipo
5WgRuO0mhM36NFoapzpWBH,Rashid,artist
5Znx4PG5UsUitigaJnmZX3,Flora Matos,artist
5xPHfQJC5RKeURNJWmMfMR,DJ Mr Brown,artist
5tQCsrqxW41tECpfMWbm4j,Ogi,artist
7kWVfszPF9qI8Ms6PMhNvM,DJ Caique,artist
2zGf6lwQ9PxXdoeo5XXP2K,Projota,artist
0NyfLY5iWVy7Z72UOcAYmK,Terceira Safra,artist
