id_artista,nome,tipo
1RoerHIsbQo1h0V8KpznKV,Makalister,artist
01JSyuJJh1WCHIuM3Zx7hn,1LUM3,artist
0AWmEctf5aGzb4Nzdw9rHD,H'erick,artist
30xbre7p79LCHfEVL30V28,Gustavo Menor,artist
3YQp5W4RR8sMhWnRlmgruw,Kafé,artist
3Sleq8B8NkTCvl1ZoUDevo,Efieli,artist
2Dm1a25XBbZ2WRyx04KGRG,Dj Belton,artist
6zA1Us7yWyCj4OXxkgAuqC,"Prs, o Peres",artist
6vtzYhjkFNNnKca9BzC3Tc,Beli Remour,artist
1DqgCN78k7Xnev1x7eJfGc,Dom'Ví,artist
5tevA98mEA8sgH93W3PxE1,Murica,artist
1QxjW1H0yTL1SZTSS4ZCED,alka,artist
