id_artista,nome,tipo
3TVXtAsR1Inumwj472S9r4,Drake,artist
0fGcIStdT1OpFFhOC7Wp36,Teezo Touchdown,artist
1URnnhqYAYcrqrcwql10ft,21 Savage,artist
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,artist
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,artist
7tYKF4w9nC0nq9CsPZTHyP,SZA,artist
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,artist
15iVAtD3s3FsQR4w1v6M0P,Chief Keef,artist
4q3ewBCX7sLwd24euuV69X,Bad Bunny,artist
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,artist
6icQOAFXDZKsumw3YXyusw,Lil Yachty,artist
